ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-248727,2026-01-20 15:32,2026-01-20 16:13,2026-01-21 17:51,resolved,social,C106583,VR901502,VA-EB-PL2,Other,High,Escalations & Warranty,A3040,0,,,,Y,the left earbud is not charging at all,"1. l bud no charge in case
2. conf fw 2.8.9
3. rplc raised under doa, rma shared (sop 4.2) -TF",helpdesk
TK-248728,2026-01-20 15:39,2026-01-20 17:32,2026-01-20 17:54,resolved,voice,C101559,VR903421,VA-EB-AIR,Charging & Battery,Normal,Voice Frontline,A3024,0,,,,Y,I have been a loyal customer and this is how you treat me. This is regarding the AirLite buds. the charging case is not charging. I already tried wireless charging pad. Fix this or I am posting on twitter.,Customer reacched out - case not charging. Asked cx to try different cable + adaptor. rplc unit dispatched.,helpdesk
TK-248729,2026-01-20 15:50,2026-01-20 16:56,2026-01-20 17:16,closed,voice,C103334,,VA-SP-MINI,Billing & Payments,High,Billing,A3033,0,,,,N,"[IVR transcript] Namaste, Ordered the mini speaker in January. Need the bill with my firm's GSTIN on it. I tried different browser. PLEASE CALL ME ON MY REGISTERED NUMBER.",gst invoice request | updated gstin on order -> gst invoice regenerated & shared ~Thomas,helpdesk
TK-248730,2026-01-20 16:12,2026-01-20 16:18,2026-01-21 16:46,closed,chat,C106656,VR896359,VA-SW-FIT,Billing & Payments,High,Billing,A3032,0,3,1699,RETURN-QC-OK,N,"Product: Nexa Fit
Purchased: 02/01
Issue: refund was promised 15 daays ago and nothing
Tried: checked bank
Expected: fix","reported: refund delay. checked refund status on pg. refund approved, rs 1699, 5-7 working days.",helpdesk
TK-248731,2026-01-20 16:28,2026-01-20 16:29,2026-01-20 16:41,resolved,chat,C107811,VR890053,VA-SW-FIT,Other,Normal,Chat Frontline,A3011,0,5,,,N,"HELLO
ENTERED WRONG PINCODE
MY NEXA FIT BAND","Cx reported address change request. Updated address w/ crr. Already dispatched, advised to redirect w/ crr. Cx satisfied on chat. ~Divya",helpdesk
TK-248732,2026-01-20 16:33,2026-01-20 16:40,2026-01-21 16:52,resolved,chat,C109300,VR885313,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3031,0,3,,,N,my order has not been delivered yet - VR885313 - please call me on my registered number,shipment not received | raised ticket w/ courier partner -> re-shipped from warehouse,helpdesk
TK-248733,2026-01-20 17:05,2026-01-20 21:52,2026-01-20 22:01,resolved,social,C107715,,VA-EB-PL2,Product Enquiry,Normal,Chat Frontline,A3004,0,,,,N,"Hi Vireo support,
This is regarding Pulse2.  Can I connect two Pulse2 together.
Kindly look into it.",as discussed,helpdesk
TK-248734,2026-01-20 17:21,2026-01-20 17:23,2026-01-21 17:50,resolved,chat,C101566,VR895991,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3038,0,4,3324,RETURN-QC-OK,N,I am losing patience. I bought Pulse2 on December 28. refund not received yet. I already checked bank. This is the last time I buy from you.,"1. Refund pending
2. Checked refund status on PG
3. Refund of Rs 3324 initiated to source",helpdesk
TK-248735,2026-01-20 17:37,2026-01-20 17:38,2026-02-01 18:43,resolved,chat,C106362,,VA-SW-FIT,Warranty & Repair,Normal,Escalations & Warranty,A3044,0,,,,N,"dear sir/madam,

i am writing with reference to my order of the fit band placed on 07 dec. watch not responding to touch. i have restarted. i request you to kindly arrange a replacement.

regards,
rahul khan","1. Touch issue
2. Checked FW version
3. Escalated to warranty -PK",helpdesk
TK-248737,2026-01-20 17:53,2026-01-20 18:00,2026-01-21 18:28,resolved,chat,C108381,VR892197,VA-AC-CASE,Returns & Refunds,Normal,Returns Desk,A3007,1,,,,N,"hi
refund not received yet","1. Refund not credited
2. Checked reverse pickup QC status
3. Transerred to Chat Frontline
4. Refund reprocessed [closed]",helpdesk
TK-248738,2026-01-20 18:12,2026-01-21 02:25,2026-01-21 02:58,resolved,email,C102957,,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3005,0,1,,,Y,"namaste, bught pulse 2 buds around january 04 from vireo.in.  only the right one lights up when i put them in the case. i tried a different cable. nothing changed. how do i get this fixed? thanks & regards,","New set dispatched, old set to be picked up. Issue: left bud not charging. Walkde through factory reset. -ZK",helpdesk
TK-248740,2026-01-20 18:38,2026-01-20 18:44,2026-01-22 19:06,resolved,chat,C104873,VR881653,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3038,0,,,,N,"To the Vireo Customer Care Team,

I am writing with refernece to my order of Pulse 2 placed on 13 Jan.  Packed the box a week ago and it's stil here. I have called courier. I request u to process a refund to my original payment method.

Yours faithfully,
Anjali Bansal
Kolkata",Contact re pickup not done. Re-raised pickup with courier. Refund processed without pickup as goodwill. Closing. ~Varun,helpdesk
TK-248741,2026-01-20 19:11,2026-01-20 20:01,2026-01-23 20:26,resolved,email,C102293,VR900650,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,A3031,0,,,,N,"Dear Sir/Madam, Got Arc neckband from vireo.in recently. Package not delivered even after 10 days. I checked the tracking page daily. Honestly regretting this purchase. I want my money back. Thanks,","order not delivered | conf address with cx -> crr conf delivery for 23 jan, cx informed",helpdesk
TK-248742,2026-01-20 20:30,2026-01-20 20:41,2026-01-20 21:07,resolved,chat,C102736,,VA-EB-PL2,Charging & Battery,Normal,Chat Frontline,A3027,1,,,,N,"Hi team, This is regarding Pulse 2. Battery draining even when not in use. Can someone fix this?",cx saays rapid battery drain. checked usage pattren with cx. transferred to logistics. escalated to warranty. //HAR,helpdesk
TK-248743,2026-01-20 20:56,2026-01-20 22:12,2026-01-25 22:47,resolved,voice,C104272,VR893652,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3029,0,,,,Y,[IVR transcript] hello ji opened the parcel and it is a completely different thing kuch karo the pulse 2 earbuds VR893652,Customer reached out - wrong variant received. Verified order vs delivered item photos. Replacement dispatched. ~Kavya,helpdesk
TK-248744,2026-01-20 21:03,2026-01-20 21:19,2026-01-20 21:48,resolved,chat,C107452,VR908184,VA-EB-AIR,Charging & Battery,Normal,Chat Frontline,A3011,0,,,,N,i have been a loyal customer and this is how you treat me. bought airlite earbuds around 28-11-2025 from vireo.in. battery life has dropped to almost nothing. i already fully charged and discharged twice. refund. now.,"1. Poor battery backup
2. Checked FW 1.0.2
3. Advised settings change, cx satisfied",helpdesk
TK-248746,2026-01-20 22:26,2026-01-20 22:33,,pending,chat,C102502,VR902522,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3035,1,2,,,N,"my order has not beeen delivered yet
vr902522
pls resolve asap",done,helpdesk
TK-248747,2026-01-21 03:00,2026-01-21 03:06,2026-01-21 03:56,resolved,chat,C100419,VR894450,VA-EB-AIR,Audio Quality,Normal,Chat Frontline,A3002,0,,,,N,"Hey, This is regarding AirLite. One of them is just decoration at this point. I reset the buds. Please call me on my registered number.",cx ok,helpdesk
TK-248749,2026-01-21 08:27,2026-01-21 11:24,2026-01-24 13:28,resolved,email,C100093,,VA-HP-ST2,Warranty & Repair,Normal,Escalations & Warranty,A3040,0,,,,N,I sent the unit in 11 days ago and have heard nothing,- (sop 5.4) -TF,helpdesk
TK-248751,2026-01-21 08:28,2026-01-21 10:43,2026-01-21 11:00,resolved,email,C105994,,VA-EB-PL1,Charging & Battery,Low,Email Frontline,A3019,0,,,,Y,"Namaste,
Got my Pulse from Amazon 10 days ago. Plugging in does nothing on the case, cable works on my phone.
I charged for 6 hours nothing.
I want my money back.
Rgds",- //SAI,helpdesk
TK-248752,2026-01-21 10:29,2026-01-21 12:37,2026-01-24 14:42,closed,voice,C108721,VR897679,VA-SW-NX1,Warranty & Repair,Normal,Escalations & Warranty,A3041,0,,,,N,"[IVR transcript] Got Nexa watch from vireo.in 3 weeks back. Service centre took it, now silence. I emailed twice. How do I get this fixed? Please revert Joseph",Reported: RMA status query. Followed up with service centre. Replacement approved and dispatched.,helpdesk
TK-248754,2026-01-21 10:32,2026-01-21 11:50,2026-01-21 12:12,resolved,social,C105469,VR881905,VA-EB-AIR,Connectivity,High,Chat Frontline,A3007,0,3,,,N,"helo
the sound stutters whenever my phone is in my pocket","connection dropping | checked interference sources -> advised, cx will monitor [closed]",helpdesk
TK-248755,2026-01-21 10:42,2026-01-21 14:39,2026-01-22 14:51,resolved,email,C102315,VR904033,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3027,0,2,,,N,"dear sir/madam,

i am writing with reference to my order of my nexa 2 watch placed on january 04. nobody came for the pickup. i have called courier. i request you to kindly arrange a replacement.

yours faithfully,
mohammed siddiqui",refund processed without pickup as goodwill. issue: pickup not done. re-raised pickup with courier. //HAR,helpdesk
TK-248756,2026-01-21 10:56,2026-01-21 11:38,2026-01-21 11:56,resolved,voice,C103444,VR889989,VA-SP-MINI,Other,Normal,Voice Frontline,A3026,0,4,200,DUP-PAYMENT,N,"hey
card chaarged two times
anyone theere",-,helpdesk
TK-248757,2026-01-21 11:03,2026-01-21 18:28,2026-01-21 18:42,resolved,email,C109331,VR894561,VA-SW-NX1,Delivery & Shipping,Low,Logistics,A3031,0,3,,,N,"hello
return pickup has not happened
the nexa smartwatch VR894561",cx: pkp not done | chk pkp awb -> refund processed without pkp as goodwill,helpdesk
TK-248758,2026-01-21 11:12,2026-01-21 11:51,2026-01-21 12:20,closed,voice,C100601,VR904127,VA-EB-PL2,Other,Low,Voice Frontline,A3025,0,3,,,N,"hey
the courier mrked it delivered but nobody in my house got anything
the pulse 2 earbuds
hello??","1. dlvry delayed
2. Raised ticket w/ courier partner
3. Courier conf dlvry for 22 Jan, cx informed (SOP 2.7)",helpdesk
TK-248759,2026-01-21 12:41,2026-01-21 15:38,2026-01-21 15:51,resolved,social,C101129,VR902778,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3013,0,3,,,N,"hey
static noise whne playing music","crackling/distortion | checked w/ different source -> adv eq reset, rslvd ~Sukhwinder",helpdesk
TK-248761,2026-01-21 12:49,2026-01-21 12:49,2026-01-21 13:18,resolved,chat,C105598,VR882186,VA-HP-ST2,Audio Quality,Normal,Chat Frontline,A3007,0,,,,N,microphone is very low on the strata 2. vr882186,"Customer reached out - low mic pkp. Tested on cll wth cx. Permissions fixed, rslvd. [closed]",helpdesk
TK-248762,2026-01-21 12:49,2026-01-21 13:57,2026-01-21 14:18,resolved,email,C100632,,VA-EB-PL1,Charging & Battery,Normal,Email Frontline,A3022,0,,,,Y,"left earbud not charging, right one is fine
waiting for your reply","Customer states L bud no charge in case. Tested w/ cx on call. rplc approved, reverse pkp arranged. Cx informed.",helpdesk
TK-248764,2026-01-21 13:10,2026-01-22 05:05,2026-01-22 05:34,resolved,email,C104699,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3029,0,,,,N,"not what i expected from vireo. ordereed pusle 2 last week. paaid on 12/01, still waiting for something to show up. i already checked with neighbours. escalate this to someone senior.",Cx says delivery delayed. Checked AWB with courier. Refund initiated as lost in transit. ~Kavya,helpdesk
TK-248765,2026-01-21 13:12,2026-01-21 14:20,2026-01-21 14:44,resolved,voice,C106118,VR895756,VA-EB-PL2,Warranty & Repair,Normal,Chat Frontline,A3004,0,,,,N,"Hi, Pulse 2 purchased 3 weeks back, order VR895756. Left earbud not charging, right one is fine. Need this sorted this week. Awaiting response,",see prev,helpdesk
TK-248767,2026-01-21 15:38,2026-01-21 15:41,2026-01-21 15:50,resolved,chat,C104414,VR904355,VA-EB-PL2,Other,Normal,Chat Frontline,A3010,0,,,,N,"Dear team,
This is regarding my Pulse 2.  My dad has an old Nokia, will the watch app run.
I have been a loyal customer and this is how you treaat me.
Kindly look into it.",issue: product enquiry | shared spec sheet -> query answered [closed],helpdesk
TK-248768,2026-01-21 16:56,2026-01-21 17:00,2026-01-21 17:12,resolved,chat,C108069,VR887996,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3027,0,,,,N,"hi, bought teh nxa 2 around january 07 from vireo.in. opened the parcel and it is a completely different thing. i rechecked my order. nothing changed. not what i expeted from vireo. please help.",cx says wrong item delivered. verified order vs delivered item photos. replacement dispatched. //HAR,helpdesk
TK-248769,2026-01-21 17:50,2026-01-21 18:00,2026-01-21 18:36,resolved,chat,C105772,,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3011,0,,,,N,"hi sir
no sound from the right earbud
kuch karo","1. Left side silent
2. Walked through reset
3. Replacement raised ~Divya",helpdesk
TK-248771,2026-01-21 18:19,2026-01-21 18:52,2026-01-29 21:09,resolved,voice,C104681,VR893908,VA-EB-PL2,Other,Normal,Escalations & Warranty,A3039,0,2,,,Y,"hey
left side gives up after 20 mins, right lasts all day
hello??",left bud not charging | checked case led behaviour with cx -> replacement bud + case dispatched //SAM,helpdesk
TK-248772,2026-01-21 18:31,2026-01-21 19:01,2026-01-21 19:14,resolved,voice,C109361,VR880673,VA-EB-PL2,Audio Quality,Normal,Voice Frontline,A3024,0,5,,,Y,[IVR transcript] not what i expected from vireo.  got pulse 2 buds from amazon last week. a hiss that wasn't there when i bought it. i already tried different apps. escalate this to someone senior.,Reported: audio distortion. Asked for a recording. New unit shipped under DOA.,helpdesk
TK-248773,2026-01-21 18:31,2026-01-21 18:35,2026-01-21 18:50,resolved,chat,C102356,VR901459,VA-EB-PL2,Connectivity,Low,Chat Frontline,A3004,0,,3499,DOA-REPL,N,"Dear Sir/Madam,

I am writing with reference to my oredr of Pules 2 (VR901459) placed on 14-12-2025. It goes silent for a second every few minutes and comes back. I have turned off wifi. I reuqest you to provide a resolution within 3 working days.

Regards,
Ihsa Naidu
Ptana","refund approved, Rs 3499, 5-7 working days [closed]",helpdesk
TK-248774,2026-01-21 18:33,2026-01-21 18:39,2026-01-21 19:02,resolved,chat,C106275,,VA-SW-NX2,Account & Login,Normal,Chat Frontline,A3011,0,4,,,N,"hi vireo support, i bought my nexa 2 watch on 13-12-2025. locked out of my own account since last week. i trid on another browser. please advise. thanks",cx reached out - unable to log in. Checked number on account. Account unlocked. Cx informed. ~Divya,helpdesk
TK-248775,2026-01-21 18:48,2026-01-21 22:20,2026-01-21 22:50,resolved,email,C101702,VR910811,VA-EB-AIR,Other,Normal,Email Frontline,A3016,0,3,360,DUP-PAYMENT,N,"Really frustrating.  Order VR910811 (the AirLite buds). two entries of Rs 4999 on my stateent for one pair of earbuds. I already checked w/ bank. I want a replacement or refund, nothing else.","rfnd approved, Rs 360, 5-7 working days. Issue: double charge. conf UTRs.",helpdesk
TK-248776,2026-01-21 19:07,2026-01-21 20:40,2026-01-21 21:06,resolved,social,C104600,VR897714,VA-EB-AIR,App & Firmware,Normal,Chat Frontline,A3013,0,4,,,N,"Product: AirLite
Order: VR897714
Purchased: 15-08-2025
Issue: app crashes when I oppen device settings
Tried: cleraed cache
Expected: fix","re: app crashing | chk app version -> adv beta build, resolved ~Sukhwinder",helpdesk
TK-248777,2026-01-21 19:08,2026-01-21 21:46,2026-01-21 22:03,resolved,email,C105038,VR884093,VA-AC-CASE,Billing & Payments,High,Billing,A3033,0,4,,,N,"Hi team,
Order VR884093 (replacement case). I was promised a discount on the call, invoice shows none.
I tried on app and website. Nothing changed.
Please advise.
Rgds Sneha",cx ok,helpdesk
TK-248778,2026-01-21 19:22,2026-01-21 19:35,2026-01-21 19:48,resolved,chat,C102611,,VA-EB-PL1,Other,Normal,Chat Frontline,A3005,0,,,,N,I moved houses yesterday and the order is going to the old flat,Address updated. Issue: wrong pincode. chk dispatch status. -ZK,helpdesk
TK-248779,2026-01-21 19:47,2026-01-21 23:38,2026-01-22 00:16,resolved,social,C106735,VR902260,VA-EB-PL1,App & Firmware,Normal,Chat Frontline,A3002,0,,,,N,Bought pulse 1 around January 06 from Amazon. Firmware update is stuck at 89%. I keppt phone nearby. Nothing changed. Really frustrating. Need this sorted this week. Thank you Saanvi,closed (SOP 4.2),helpdesk
TK-248780,2026-01-21 21:04,2026-01-21 22:22,2026-01-22 22:40,resolved,voice,C105952,VR905130,VA-HP-ST3,Returns & Refunds,Normal,Returns Desk,A3037,0,,,,N,"HELO
STILL WAITING FOR MY REEFUND
STRATA 3 VR905130
HELP",cx states refund not credited. Checked reverse pkp QC status. Refund reprocessed.,helpdesk
TK-248781,2026-01-21 21:34,2026-01-21 22:18,2026-01-21 22:32,resolved,voice,C103890,VR892906,VA-EB-PL2,Billing & Payments,High,Billing,A3034,0,4,,,N,"[IVR transcript] Hi there, I bought the Pulse 2 earbuds on January 21.  The festive offer vanished when I clicked pay. I tred in caps. I want my mooney back. Thanks,",Contact re promo coe invalid. Checked coupon validity. Partial refund of discount amount issued. Will monitor.,helpdesk
TK-248782,2026-01-21 21:45,2026-01-22 01:33,2026-01-30 04:37,resolved,email,C108725,VR905859,VA-EB-PL2,Warranty & Repair,Normal,Escalations & Warranty,A3041,0,,,,Y,"Dear Sir/Madam,
Bought Pulse2 around 18/12 from vireo.in. Left side not charging in the case.
I cleaned the contacts with a cloth.
Can someone fix this?
Regards Pooja Mukherjee","Replacement approved, reverse pickup arranged. Issue: L bud no charge in case. Tested with cx on call.",helpdesk
TK-248783,2026-01-21 21:54,2026-01-21 22:02,2026-01-21 22:20,resolved,chat,C101744,VR898912,VA-SW-NX1,Connectivity,Normal,Chat Frontline,A3001,0,,,,N,This is regarding the nexa smartwatch.  Cannot pair the nexa smartwatch with my laptop. I restarted the phone. Nothing changed. How do I get this fixed? Please revert Nisha,"1. Pairing failure
2. Asked cx to reset the device
3. Advised FW update via app, resolved ~Reyansh",helpdesk
TK-248784,2026-01-21 22:05,2026-01-22 00:52,2026-01-27 01:09,resolved,email,C109303,VR903403,VA-EB-PL2,Delivery & Shipping,Low,Logistics,A3028,0,,,,N,"dear sir/madam,

i am writing with reference to my order of the pulse 2 earbuds (vr903403) placed on 09 jan. i haven't received my order. i have checked the tracking page daily. i request you to kindly arrange a replacement.

regards,
sai kapoor","Cx says shipment not received. Confirmed adress with cx. RTO confirmed, reshipped.",helpdesk
TK-248785,2026-01-21 22:06,2026-01-22 01:28,2026-01-22 02:04,resolved,social,C104711,,VA-EB-PL2,Charging & Battery,Low,Chat Frontline,A3004,0,1,,,Y,"To the Vireo Customer Care Team,

I am writing with reference to my order of my Pulse 2 placed on 03 Jan. The left earbud is not charging at all. I have removed and reinserted it 10 times. I request you to look into this matter at the earliest.

Regards,
Ritika Dhillon
Raipur",Cx reported left earbud not taking charge. Walked through factory reset. Replacement bud + case dispatched.,helpdesk
TK-248786,2026-01-21 23:19,2026-01-21 23:21,2026-01-21 23:40,resolved,chat,C105444,VR895294,VA-EB-PL2,Connectivity,Normal,Chat Frontline,A3016,0,3,,,N,"helo
pairing is not working","adv FW update via app, rslvd. Issue: pairing failure. chk phone OS version.",helpdesk
TK-248787,2026-01-21 23:43,2026-01-22 03:06,2026-01-25 03:58,resolved,email,C100041,VR908690,VA-SW-FIT,Warranty & Repair,Normal,Escalations & Warranty,A3041,0,,,,N,"helo
the band snapped while i was putting it on this morning",issue: strap pin issue | asked for photo -> replacement strap dispatched,helpdesk
TK-248788,2026-01-22 01:37,2026-01-22 02:50,2026-01-22 03:05,resolved,social,C105092,VR895061,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,3,,,N,"Product: pulse 2 buds
Order: VR895061
Purchased: 05/01
Issue: nobody came for the pickup
Tried: called courier
Expected: refund","1. pkp not done
2. Checked pkp AWB
3. rfnd processed without pkp as goodwill",helpdesk
TK-248790,2026-01-22 02:03,2026-01-22 03:10,2026-01-22 03:28,resolved,social,C107460,,VA-SW-NX1,App & Firmware,Normal,Chat Frontline,A3003,0,,,,N,"dear sir/madam, i bought the nexa smartwatch on april 16. app not opening after update. i reinstalled the app. i want my money back. awaiting response","1. App not opening
2. chk app version
3. adv beta build, resolved",helpdesk
TK-248791,2026-01-22 07:39,2026-01-22 10:18,2026-01-25 11:43,resolved,email,C102970,,VA-SW-NX2,Warranty & Repair,Normal,Escalations & Warranty,A3043,0,,,,Y,screen is unresponsive,ticket raised for touch not responding. asked for video. replacement unit dispatched. (sop 4.2) [closed],helpdesk
TK-248793,2026-01-22 09:23,2026-01-22 09:31,2026-01-30 12:48,resolved,chat,C104154,,VA-EB-PL2,Warranty & Repair,Normal,Escalations & Warranty,A3037,1,,,,Y,"hello, ordered pulse 2 2 weeks ago. the left one stopped charging since 2 weeks ago. i removed and reinserted it 10 times. nothing changed. i want my money back. regards,",Replacement bud + case dispatched. Issue: left earbud not taking charge. cofn FW 2.5.10. Via Returns Desk.,helpdesk
TK-248794,2026-01-22 09:27,2026-01-22 09:29,2026-01-25 09:49,resolved,chat,C100231,VR888943,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3028,0,4,,,N,Honestly regretting this purchase. I boought Pulse 2 on 14-01-2026. tracking has said out for delivery for a week now. I already called the courier. This is the last time I buy from you,Contact re shipment not received. Confirmed address with cx. Refund initiated as lost in transit.,helpdesk
TK-248796,2026-01-22 09:37,2026-01-22 10:22,2026-01-22 10:44,resolved,email,C108793,VR903433,VA-EB-PL2,Billing & Payments,High,Billing,A3034,0,,3499,PRICE-ADJ,N,pathetic experience honestly. this is regarding pulse 2 buds. your ad said 20% off and the cart says full price. i already tried on app and website. fix this or i am posting on twitter.,Customer reached out - coupon not applied. Checked cart eligibility. Full refund processed (3499). Follow-up not required.,helpdesk
TK-248798,2026-01-22 10:37,2026-01-22 12:47,2026-01-24 13:09,resolved,email,C104366,VR904782,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3029,0,2,,,N,package not delivered evven after 16 days. VR904782. need this sorted this week,"Cx says shipment not received. Checked AWB with courier. RTO confirmed, reshipped. ~Kavya",helpdesk
TK-248799,2026-01-22 11:01,2026-01-22 11:18,2026-01-25 11:33,resolved,voice,C108893,VR884973,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,[IVR transcript] hi package not delivered even after 12 days the pulse 2 earbuds VR884973,cx: delivery delayed | checked awb with courier -> refund initiated as lost in transit,helpdesk
TK-248800,2026-01-22 11:28,2026-01-22 11:28,2026-01-22 11:43,resolved,chat,C100216,VR906782,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,"dear team, this is regarding pulse2.  i moved houses yesterday and the order is going to the old flat. i tried editing in app. nothing changed. can someone fix this? thank you, isha",address update | updated address with courier -> address updated,helpdesk
TK-248801,2026-01-22 12:04,2026-01-22 15:57,2026-01-22 16:19,resolved,email,C109088,VR883239,VA-EB-AIR,App & Firmware,Normal,Email Frontline,A3012,1,,,,N,"THE PROMISED 24 HOURS IS NOWHERE CLOSE, I GET MAYBE 2, VR883239, I WANT MY MONEY BACK",Ticket raised for rapid battery drain. Advised disabling ANC/AOD to test. Transferred to Chat Frontline. Escalated to warranty.,helpdesk
TK-248803,2026-01-22 12:09,2026-01-22 12:59,2026-01-22 13:21,resolved,email,C107287,VR891299,VA-SW-NX1,Billing & Payments,High,Billing,A3035,0,,4249,DUP-PAYMENT,N,"HI THERE, BOUGHT MY NEXA AROUND 13 JAN FROM AMAZON. Paid via UPI, amount deducted, no order confirmation. I checked bank statement. Nothing changed. I want my money back. Rgds","rfnd processed to source. Issue: payment debited, no ord. Asked for UTR.",helpdesk
TK-248805,2026-01-22 12:09,2026-01-22 12:28,2026-01-22 12:50,resolved,voice,C101700,VR884650,VA-HP-ST3,App & Firmware,High,Voice Frontline,A3035,1,,,,N,"[IVR transcript] Hi, This is regarding Strata 3. The Vireo app keeps crashing. I reinstalled the app. I have been a loyal customer and this is how u treat me. I want my money back. Thanks & regards, Lakshmi","Cleared cache, rslvd. Issue: app not opening. Checked app version. Via Billing.",helpdesk
TK-248807,2026-01-22 12:40,2026-01-22 15:44,,pending,email,C105332,VR905226,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3027,0,4,,,N,"dear sir/madam,
ordered pulse 2 buds 3 weeks back. i ordered pulse 2 buds and got something else.
please resolve asap.
please revert, tanvi","1. wrong item delivered
2. verified order vs delivered item photos
3. reverse pickup + correct item shipped //HAR",helpdesk
TK-248808,2026-01-22 14:10,2026-01-22 14:16,2026-01-22 14:44,resolved,chat,C105897,VR888062,VA-EB-PL2,Charging & Battery,Normal,Chat Frontline,A3004,0,,,,Y,"To the Vireo Customer Care Team,

I am writing with reference to my order of Pulse2 (VR888062) placed on 20 Dec.  Left earbud not charging, right one is fine. I have tried a different cable. I request you to kindly arrange a replacement.

Sincerely,
Abhishek Fernandes",rslvd on call [closed],helpdesk
TK-248809,2026-01-22 14:38,2026-01-22 15:09,2026-01-22 15:31,resolved,social,C108911,VR896816,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3004,0,,,,Y,"Hey, Bought pulse 2 buds around 07-11-2025 from vireo.in. The left one stopped charging since around Diwali. I tried another charger. Waiting for your reply. Awaiting response,",done [closed],helpdesk
TK-248811,2026-01-22 16:49,2026-01-22 21:22,2026-01-24 21:37,closed,email,C104088,VR903585,VA-NB-ARC,Delivery & Shipping,High,Logistics,A3031,0,,,,Y,"product: the neckband
order: vr903585
purchased: 15/01
issue: screen has a crack before i even switched it on
tried: refused nothing as i didn't notice till later
expected: resolution",issue: transit damage | chk with crr for damage claim -> refund initiated,helpdesk
TK-248813,2026-01-22 17:14,2026-01-22 17:18,2026-01-22 17:34,resolved,chat,C104223,VR907265,VA-SW-NX2,Other,Normal,Chat Frontline,A3005,0,,1300,CANCEL,N,"team,
please cancel, ordered by mistake
3 weeks back se
the nexa 2 vr907265
urgent",Refunded Rs 1300. Issue: order cancellation. Cancelled before dispatch. -ZK,helpdesk
TK-248814,2026-01-22 17:16,2026-01-22 18:15,2026-01-22 18:20,resolved,social,C108249,,VA-EB-PL2,Product Enquiry,Normal,Chat Frontline,A3004,0,5,,,N,will this survive a shower - i want my money back,cx states product enquiry. Shared compatibility info. Query answered.,helpdesk
TK-248815,2026-01-22 17:23,2026-01-22 18:42,2026-01-22 19:05,resolved,social,C107700,VR902244,VA-SW-NX1,Billing & Payments,Normal,Billing,A3032,0,4,4999,PRICE-ADJ,N,"helo
i was promised a discount on the call, invoice shows none
the nexa smartwatch vr902244","customer states promo code invalid. checked cart eligibility. refund approved, rs 4999, 5-7 working days.",helpdesk
TK-248816,2026-01-22 17:34,2026-01-22 21:30,2026-01-25 22:40,resolved,email,C103719,VR884902,VA-EB-PL2,Warranty & Repair,Normal,Escalations & Warranty,A3040,0,1,,,N,the left one has to be pressed down hard in the case or it does nothing - VR884902,see prev (sop 5.4) -TF,helpdesk
TK-248817,2026-01-22 18:06,2026-01-22 19:24,2026-01-22 20:06,resolved,social,C102094,VR883259,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3004,0,2,,,N,"left bud won't charge evven after keeping it in teh case overnight, VR883259",cx ok [closed],helpdesk
TK-248819,2026-01-22 18:18,2026-01-22 18:27,2026-01-22 18:53,resolved,chat,C101319,VR900900,VA-EB-PL1,Charging & Battery,Normal,Chat Frontline,A3008,0,,,,N,"Heello Vireo, Ordered pulse 1 around Diwali. Firmware update stuck for 2 hours. Please advise. Thanks in advance, Arjun Bansal",cx: update hang | walked through recovery mode -> replacement raised (bricked) [closed],helpdesk
TK-248820,2026-01-22 18:23,2026-01-23 00:35,,pending,email,C102446,VR909438,VA-EB-PL2,Returns & Refunds,Low,Escalations & Warranty,A3039,0,,,,Y,Bought my Pulse 2 around 24-12-2025 from Amazon. The left earbud is not charging at all. Can someone fix this? Please revert Suresh Deshpande,"cx: l bud no charge in case | walked through factory reset -> replacement approved, reverse pickup arranged //SAM",helpdesk
